"state","county","fips","trump16","clinton16","otherpres16","romney12","obama12","otherpres12","demsen16","repsen16","othersen16","demhouse16","rephouse16","otherhouse16","demgov16","repgov16","othergov16","repgov14","demgov14","othergov14","total_population","cvap","white_pct","black_pct","hispanic_pct","nonwhite_pct","foreignborn_pct","female_pct","age29andunder_pct","age65andolder_pct","median_hh_inc","clf_unemploy_pct","lesshs_pct","lesscollege_pct","lesshs_whites_pct","lesscollege_whites_pct","rural_pct","ruralurban_cc"
"Alabama","Coffee",1031,15875,4221,671,14666,4925,179,4498,15745,49,5917,10877,3087,NA,NA,NA,8545,2403,0,50991,37955,71.3714184856151,17.0049616599008,6.55802004275264,28.6285815143849,3.73791453393736,50.5599027279324,38.4813006216783,15.7831774234669,47872,6.19426261916268,14.863927890449,76.3332755532443,12.6492479454179,74.2053031477748,47.1950828862016,4
"Alabama","Colbert",1033,16746,7312,857,13936,9166,283,8443,15866,28,0,16676,319,NA,NA,NA,9524,6111,0,54377,42235,78.8531916067455,15.6481600676757,2.40175074020266,21.1468083932545,1.56132188241352,51.687294260441,35.5885760523751,18.4526546150027,43786,7.52588989979456,16.5765200804787,81.5290951373102,15.2372645928223,81.2449526762929,43.8946865583891,3
"Alabama","Conecuh",1035,3420,3080,85,3439,3555,28,3006,3298,7,3209,2889,43,NA,NA,NA,2370,2344,0,12697,9825,50.7206426714972,46.2156414901158,1.76419626683469,49.2793573285028,0.850594628652438,52.524218319288,35.6540915176813,20.2646294400252,27609,20.4278523489933,20.5722070844687,91.3374205267938,19.6781421878183,89.3460990018334,80.9495010583611,7
"Alabama","Coosa",1037,3381,1782,89,3049,2191,29,1788,3378,8,1766,3337,3,NA,NA,NA,2259,1579,0,10864,8755,65.0220913107511,32.3637702503682,1.28865979381443,34.9779086892489,1.25184094256259,50.7087628865979,31.0843151693667,18.6671575846834,31910,12.5758282781148,27.0646262805109,90.0594410016441,22.3313810693369,90.0056678632156,100,8
"Alabama","Covington",1039,13267,2387,286,12153,3158,112,2740,12690,36,3759,9540,1809,NA,NA,NA,6155,1777,0,37729,29295,83.5140077924143,12.9767552810835,1.5319780540168,16.4859922075857,0.954173182432612,51.7108855257229,35.3441649659413,20.1781123273874,37313,10.6594902251918,19.0661331722784,85.0785142684584,17.9734248504048,83.8085181274199,69.6517939891434,6
"Alabama","Crenshaw",1041,4513,1664,90,4331,2050,37,1734,4392,11,2217,3287,499,NA,NA,NA,2953,1762,0,13896,10535,70.8693149107657,23.6758779504894,1.6839378238342,29.1306850892343,2.28842832469775,50.61168681635,36.8955094991364,17.5086355785838,37557,7.35557363710334,21.6835933410114,85.352319128887,20.7514699555428,84.5833930876237,100,8
"Alabama","Cullman",1043,32989,3798,1086,28999,5052,406,5207,32001,57,0,33239,311,NA,NA,NA,16592,3693,0,81316,61625,92.4639677308279,1.03669634512273,4.21319297555217,7.53603226917213,2.83339072261302,50.5632347877416,36.9324610162822,17.7517339760933,39297,6.06475679771515,17.8435097562275,85.0309820144523,16.8047404276198,84.7993055424506,73.2395592368729,4
"Alabama","Dale",1045,13808,4413,528,13108,5286,163,4625,13652,58,6071,8988,2940,NA,NA,NA,8170,2794,0,49607,37405,70.1917068155704,19.4025036789163,5.8882818957002,29.8082931844296,2.74558026085028,50.726711955974,39.982260568065,15.4292740943818,44093,10.3924418604651,14.1653928004076,83.9313011419836,12.7444233027003,83.1828670904012,50.8885395315516,4
"Alabama","Dallas",1047,5789,12836,167,6288,14612,53,12388,6060,14,14885,0,201,NA,NA,NA,4115,8444,0,41426,30615,28.0693284410757,69.4974170810602,0.958335344952445,71.9306715589243,1.47250518997731,53.8260995510066,40.6990778737991,15.6761454159224,28136,14.8970170454545,20.98158147792,86.2156964272505,14.3532058492688,80.0112485939258,45.6389776357827,4
"Alabama","DeKalb",1049,21405,3622,799,18331,5239,293,4749,20347,27,0,20679,339,NA,NA,NA,12562,3678,0,70937,49580,81.0155490082749,1.47736724135501,14.0152529709461,18.9844509917251,7.27687948461311,50.4715451738867,39.0459139800104,15.5320918561541,38248,6.33996117024838,27.3629848229342,88.6340640809444,22.2584680287459,88.0282553775968,90.1306445035087,6
"Alabama","Elmore",1051,27634,8443,1183,26253,8954,278,8833,27591,102,10573,20519,4611,NA,NA,NA,15138,5500,0,80957,61485,73.6885013031609,21.1124424076979,2.80148720925924,26.3114986968391,1.95165334683845,51.3976555455365,38.6637350692343,13.8876193534839,53398,7.47316153013953,13.171974522293,77.761601455869,11.4209764317756,75.8740179906487,54.1883661399947,2
"Alabama","Escambia",1053,9935,4605,305,9287,5489,93,4625,9555,17,0,10076,194,NA,NA,NA,6012,3028,0,37875,29330,60.5940594059406,32.3300330033003,2.05940594059406,39.4059405940594,0.736633663366337,48.8052805280528,37.7372937293729,16.6574257425743,32334,15.2370842179759,19.5442900395932,88.3743498175607,16.4528756398675,86.3294188497441,63.5115738928469,6
"Alabama","Etowah",1055,32353,10442,1369,29130,12803,597,11981,31441,84,0,33845,797,NA,NA,NA,17443,8840,0,103363,78780,78.4313535791337,15.2849665741126,3.62992560200459,21.5686464208663,2.88207579114383,51.6200187688051,36.3573038708242,17.3630796319766,40478,8.45582563853935,17.5490961838875,83.5081455032359,16.0832221195634,82.3803168736954,37.4834817581155,3
"Alabama","Fayette",1057,6712,1362,175,6054,1817,75,1497,6555,13,0,6692,59,NA,NA,NA,4837,1951,0,16783,13155,85.2291008758863,12.2385747482572,0.858011082643151,14.7708991241137,0.560090567836501,50.4796520288387,34.8149913603051,19.5495441816123,36205,8.77476155539252,20.7691004573945,85.8546501778757,21.2228447852158,84.8717192568564,80.2331651296329,6
"Alabama","Franklin",1059,9466,2197,377,7567,3171,121,2850,8670,14,0,9063,125,NA,NA,NA,4949,2617,0,31573,21935,78.0730370886517,4.06043138124347,16.0168498400532,21.9269629113483,8.88417318595002,50.7395559497039,39.460931808824,16.0358534190606,36138,9.71294324939432,24.3310397553517,87.6099006116208,19.4158075601375,85.9908361970218,70.3665152662125,6
"Alabama","Geneva",1061,9994,1525,239,9175,2039,106,1803,9606,28,3537,5556,2156,NA,NA,NA,6116,1219,0,26765,20515,84.0612740519335,9.42275359611433,3.70633289744069,15.9387259480665,1.67756398281338,51.1600971417896,35.2736783112273,18.9501214272371,36519,10.3151610920902,22.3132145705929,88.3382079234246,20.934671510375,87.6978018594914,89.6416573348264,3
"Alabama","Greene",1063,838,4013,29,804,4521,15,3834,918,3,4206,0,25,NA,NA,NA,538,2857,0,8587,6595,17.1421916851054,81.1808547804821,0.617212064749039,82.8578083148946,0.25620123442413,52.3465703971119,37.6033539070688,18.0039594736229,21339,18.1533101045296,23.0511316010059,90.0251466890193,9.98415213946117,82.9635499207607,100,8
"Alabama","Hale",1065,3173,4775,92,3210,5411,22,4650,3208,5,5703,0,92,NA,NA,NA,2000,3168,0,15159,11565,39.9696549904347,58.2822085889571,1.20720364140115,60.0303450095653,1.03568836994525,53.0246058447127,38.0170195923214,17.6594762187479,33351,12.0593368237347,18.6039691074396,85.9712581875061,12.9222398549082,81.9768759918386,89.1687817258883,3
"Alabama","Henry",1067,5632,2292,148,5628,3083,49,2366,5506,23,3127,3464,1145,NA,NA,NA,3330,1774,0,17187,13335,68.5634491185198,27.8873567231047,2.53098271949729,31.4365508814802,1.71059521731541,51.7018676906965,33.6184325362192,20.6318729272124,41045,7.52984389348026,19.3028393748466,83.855658293102,14.453125,81.5831801470588,87.7528609409317,3
"Alabama","Houston",1069,30728,10664,1247,29270,12367,281,11219,30494,120,15008,18575,7371,NA,NA,NA,17214,6198,0,103891,78085,67.4524261004322,26.3747581599946,3.18699406108325,32.5475738995678,2.31685131532087,52.0824710513904,38.3979362986207,16.0485508850622,41945,8.06925498426023,15.0961524875306,78.9820976926229,11.0788496484159,75.1540649442996,33.804051325987,3
"Alabama","Jackson",1071,16672,3673,639,14439,5822,316,4538,15742,21,4527,15520,26,NA,NA,NA,8244,3227,0,52608,40730,89.4920924574209,3.29417579075426,2.72772201946472,10.5079075425791,2.25631082725061,51.0283607055961,34.8426094890511,18.4515663017032,38422,8.60941586748038,20.5151000835152,87.421536140521,19.8329482850542,87.2874829690184,77.0173032483514,6
"Alabama","Jefferson",1073,134768,156873,12550,141683,159876,2359,156574,144136,453,160844,122666,1201,NA,NA,NA,83005,82652,0,659096,491015,50.6709189556605,42.3396591695292,3.68929564130263,49.3290810443395,3.92583174529962,52.6668345734157,39.6523419957032,14.3100549844029,47220,8.21716620076396,11.0052298042802,68.559752699525,7.88907315427128,59.4423205915879,9.83376514504925,1
"Alabama","Lamar",1075,5823,1036,107,5457,1646,63,1125,5634,4,0,5680,55,NA,NA,NA,3155,1249,0,14066,10960,86.1367837338262,11.2611972131381,1.42897767666714,13.8632162661738,0.846011659320347,51.5640551684914,34.0892933314375,20.2189677235888,34298,9.52548330404218,22.5845169033807,86.9373874774955,21.9573400250941,86.55184213528,100,8
"Alabama","Lauderdale",1077,27899,9952,1674,23911,12511,502,11652,27092,43,11805,26710,42,NA,NA,NA,15725,7399,0,92641,72735,84.9915264299824,9.76349564447707,2.39310888267614,15.0084735700176,2.05308664630131,52.2230977644887,37.8029166351831,18.3126261590441,43657,7.64039130843759,15.1374548679293,78.3207702540065,13.8632363880472,77.647549757788,49.2951061924948,3
"Alabama","Lawrence",1079,10833,3627,369,8874,5069,169,4171,10254,16,0,10662,134,NA,NA,NA,5851,3293,0,33433,25995,76.657793198337,11.3660156133162,2.06682020757934,23.342206801663,0.726826787904167,51.329524721084,35.8687524302336,16.1517063978704,42339,8.31517792302106,22.4569940666752,89.6913817390191,23.3167965981573,90.1651856293954,91.2897871225138,3
"Alabama","Lee",1081,34617,21230,3344,32194,21381,784,21475,36684,135,21148,36909,113,NA,NA,NA,16188,10004,0,153947,115345,67.8675128453299,23.0865167882453,3.6902310535444,32.1324871546701,5.1576191806271,50.6148219841894,49.202647664456,10.3210845290912,45056,6.07052896725441,11.2875836579762,65.5878533613026,7.61671558532116,61.1153453224577,27.4094989554144,3
"Alabama","Limestone",1083,29067,9468,1759,25295,9829,335,10233,29203,57,10243,29093,46,NA,NA,NA,17471,5327,0,90257,67250,77.436653112778,12.6749171809389,5.68930941644415,22.563346887222,4.3298580719501,49.9806109221445,37.5815726204062,13.910278427158,51115,7.9436443632342,16.8434457411825,76.7393126571668,14.9047667036179,75.5779502166683,57.6091420840279,2
"Alabama","Lowndes",1085,1751,4883,50,1756,5747,18,4580,1839,7,5174,0,61,NA,NA,NA,1174,3127,0,10565,8100,24.4013251301467,74.6426881211548,0.473260766682442,75.5986748698533,0.302886890676763,52.2479886417416,38.5328916232844,17.3402744912447,27914,12.2660098522167,25.191905094208,87.7180739706909,9.7,76.4,100,2
"Alabama","Macon",1087,1431,7566,143,1331,9045,18,7442,1553,9,7400,1600,7,NA,NA,NA,829,4828,0,19684,16035,15.4236943710628,81.5332249542776,1.6460069091648,84.5763056289372,1.12781954887218,53.9118065433855,42.5828083722821,16.7496443812233,32390,15.0369210114119,19.5343966489447,79.9581118092476,13.4742404227213,77.4988991633642,55.5472683199702,6
"Alabama","Madison",1089,89520,62822,11047,90884,62015,2160,62870,97796,324,63664,96739,295,NA,NA,NA,60065,25929,0,349973,261510,65.4310475379529,23.9829929737437,4.67521780251619,34.5689524620471,5.56071468370417,51.1148002845934,39.3998965634492,13.6679115246033,60150,7.33354723076583,9.18516829835649,59.3280730861946,6.89611232805228,55.7004423463165,16.4415147650465,2
"Alabama","Marengo",1091,5233,5615,146,5336,6167,34,5419,5294,5,7343,0,139,NA,NA,NA,3149,3759,0,20066,15310,45.4500149506628,52.7608890660819,0.946875311472142,54.5499850493372,0.907006877304894,52.9901325625436,37.5161965513804,18.6384929731885,30713,14.0748413828823,16.141530813656,85.2109072300607,12.3762376237624,80.8880888088809,69.3156417938841,7
"Alabama","Marion",1093,11274,1432,278,9697,2249,159,1961,10753,27,0,11283,120,NA,NA,NA,6058,2098,0,30239,23725,92.0466946658289,3.24746188696716,2.40087304474354,7.95330533417111,1.61711696815371,50.5340785078872,34.313304011376,20.0965640398161,34074,7.64816852696117,20.108645185254,87.5336614356022,19.7384185303514,87.2953274760383,88.8549519105797,7
"Alabama","Marshall",1095,29233,4917,1166,25867,6299,400,5898,28532,55,0,29774,395,NA,NA,NA,16515,3342,0,94534,65925,82.3418029492035,2.09025324221973,12.9159878985339,17.6581970507965,7.17096494382973,50.708739712696,39.3191867476252,16.4046797977447,39831,7.17379206890712,21.3947542846321,83.4327557365148,17.4701307177693,81.8209837373316,53.2686870424322,4
"Alabama","Mobile",1097,95116,72186,5435,94893,78760,1211,71602,97911,379,0,106568,5360,NA,NA,NA,48401,34530,0,414291,308975,57.8508825921876,35.2015853590834,2.64475935996679,42.1491174078124,3.10506383194421,52.1358175774999,40.7078599342008,14.5436420293948,44263,8.69685418228411,14.2226248031052,77.4876042678424,12.4249678644292,74.2337582697501,20.0202425228576,2
"Alabama","Monroe",1099,5795,4332,144,5741,4914,53,4255,5854,13,0,5910,146,NA,NA,NA,3499,2570,0,21975,16820,54.6666666666667,42.4163822525597,0.618885096700796,45.3333333333333,0.200227531285552,52.1183162684869,37.3014789533561,17.806598407281,28182,21.8331119430021,17.9681729671658,87.6049150607668,14.295652173913,83.8608695652174,79.0445638980406,7
"Alabama","Montgomery",1101,34003,58916,2959,38332,63085,507,57972,36477,162,58960,32114,2202,NA,NA,NA,23757,33261,0,227392,168750,35.9423374613003,56.6893294399099,3.31146214466648,64.0576625386997,4.35899240078807,52.6192654095131,41.6197579510273,13.2568428088939,45358,8.44776795830501,14.4870462178154,68.5404339250493,6.97953102733515,57.3649436455499,10.4912300589023,2
"Alabama","Morgan",1103,37486,11254,1904,35391,13439,493,12325,37448,57,11995,37658,37,NA,NA,NA,22384,6693,0,119555,88065,76.6191292710468,12.0530299861988,7.81146752540672,23.3808707289532,4.31851449123834,50.7766300029275,37.4739659570909,15.7534189285266,46883,8.93143093614495,17.5088074311558,78.5708190606219,14.5957948160232,76.4727206815298,38.5973721650347,3
"Alabama","Perry",1105,1407,3824,47,1506,4568,25,3656,1496,2,4224,0,36,NA,NA,NA,961,2627,0,9856,7625,29.6266233766234,68.5876623376623,0.953733766233766,70.3733766233766,0.375405844155844,52.6075487012987,41.5178571428571,18.8616071428571,24912,11.7301038062284,23.615552937216,85.5074903214947,13.5311871227364,78.9235412474849,100,8
"Alabama","Pickens",1107,5456,3972,114,5124,4455,32,3908,5384,6,5755,0,320,NA,NA,NA,3527,2525,0,20042,15585,54.8548049096897,41.7722782157469,2.42490769384293,45.1451950903103,1.55673086518312,50.7184911685461,35.8547051192496,17.922363037621,31679,12.3249299719888,18.9008804316955,88.8809997159898,11.9912259322447,85.778698513283,100,3
"Alabama","Pike",1109,7693,5056,419,7963,6035,109,5037,7835,27,5808,6047,715,NA,NA,NA,5294,3783,0,33277,25630,56.5615890855546,37.4162334345043,2.19370736544761,43.4384109144454,3.88556660756679,52.3244282837996,48.9617453496409,14.2831385040719,33193,9.73429039163833,20.042817820369,76.0118258741972,15.8164150615999,69.3649141072358,51.6793823520472,6
"Alabama","Randolph",1111,7705,2291,191,7224,3078,96,2424,7454,9,2389,7512,10,NA,NA,NA,4075,1916,0,22615,17375,75.4366570860049,19.1863807207606,2.92283882378952,24.5633429139951,1.59628565111652,51.2491709042671,35.7638735352642,19.3942073844793,37496,7.97872340425532,22.7386370921213,84.6208090262196,18.9314466943157,83.6545498902171,81.342469340549,6
"Alabama","Russell",1113,9210,9579,467,8278,10500,101,9487,9408,26,9327,9545,24,NA,NA,NA,4440,4757,0,58636,43135,48.7158059894945,42.0202605907634,5.07196943857016,51.2841940105055,2.84296336721468,51.3626441094208,42.533597107579,12.603178934443,38400,9.42592807649131,17.4393279402614,82.9858950425223,14.2963256412796,83.0444686540557,35.4089938995599,2
"Alabama","St. Clair",1115,31651,5589,1160,29031,5801,316,6635,31279,80,6013,31757,47,NA,NA,NA,15891,3504,0,86576,65815,86.3033635187581,9.35478654592497,2.2650619109222,13.6966364812419,1.75568286823138,49.7574385510996,36.9582794307891,15.2455645906487,54042,6.40097501523461,16.5168015452759,83.8961601225564,15.2424634591961,83.7831151035323,72.7967652793894,1
"Alabama","Shelby",1117,73020,22977,5257,71436,20051,1020,24483,75344,205,22396,77209,85,NA,NA,NA,40201,10298,0,205951,149210,78.8959509786308,11.5634301362946,5.75913688207389,21.1040490213692,5.46052216303878,51.3971769984122,38.5902471947211,12.9720176158407,72310,4.62105663951858,8.42630757389384,58.5770085672975,6.14621313110803,56.7302004890839,22.9448701847912,1
"Alabama","Sumter",1119,1581,4746,84,1586,5421,20,4611,1656,4,5303,0,43,NA,NA,NA,1051,3093,0,13285,10390,24.5765901392548,71.6597666541212,0.293564170116673,75.4234098607452,2.02484004516372,53.8200978547234,43.8765525028227,16.2288295069627,20428,15.2943477410522,20.0169122976564,81.8796810823871,7.60151085930123,61.9924457034939,100,8
"Alabama","Talladega",1121,20614,12121,672,19246,13905,222,12632,20446,29,12271,20805,28,NA,NA,NA,11331,7874,0,81057,62160,63.5194986244248,32.0502856014903,2.16144194825863,36.4805013755752,1.54089097795379,51.463784744069,37.0109922647026,16.1466622253476,37923,12.0420788550902,20.1882378154412,86.9090779204543,18.3191791464623,85.1046159616364,55.8153382508415,4
"Alabama","Tallapoosa",1123,13594,5519,373,12396,6319,114,5804,13401,17,5613,13602,16,NA,NA,NA,8002,4041,0,40958,31945,69.073196933444,27.0252453733092,2.41222715952927,30.926803066556,1.45759070267103,52.6466136041799,35.0676302553836,19.515113042629,39395,9.80345301391959,20.3597371151851,82.6841923209962,16.3266278958909,79.4117647058823,74.2262591311034,6
"Alabama","Tuscaloosa",1125,47723,31762,3215,45748,32048,794,31602,49923,130,34244,22125,1808,NA,NA,NA,25340,17165,0,202471,155400,62.9788957430941,30.9614710254802,3.29232334507164,37.0211042569059,3.52001027307614,51.7600051365381,47.1716937240395,11.7221725580453,48022,6.98995104354548,11.8582274369697,70.6305062725833,9.30201061328014,65.4969896206553,25.5080757849745,3
"Alabama","Walker",1127,24266,4497,709,21651,6557,313,5558,23419,49,0,24770,376,NA,NA,NA,12292,4794,0,65593,50325,89.564435229369,5.65761590413611,2.26091198755965,10.435564770631,1.42850609058893,51.2996813684387,36.1181833427347,18.1284588294483,37025,10.9901619720944,21.4450069028992,89.4571910678676,20.995453457765,89.1529073941134,74.087999641914,1
"Alabama","Washington",1129,6042,2374,117,5761,2976,41,2463,5830,5,0,5686,75,NA,NA,NA,3215,1726,0,16909,12865,65.0600272044473,24.773789106393,1.29516825359276,34.9399727955527,1.02903779052576,50.3873676740197,37.5303093027382,16.7189070908983,40293,16.1367013372957,20.2620617841027,90.3766053453662,19.456549602666,88.7080235836965,100,8
"Alabama","Wilcox",1131,1737,4339,42,1679,4868,4,3857,1819,4,4554,0,43,NA,NA,NA,1346,2908,0,11119,8520,27.4305243277273,71.9489162694487,0.557604101088227,72.5694756722727,0,51.776238870402,39.1761849087148,17.7533950894865,24442,20.4010695187166,20.1451417820185,88.6977556780003,14.4664698439477,80.5145508224378,100,9
"Alabama","Winston",1133,9228,872,213,8312,1286,116,1269,8817,12,0,9097,106,NA,NA,NA,5351,1391,0,24013,18770,94.2739349519011,0.408112272519052,2.91508766085037,5.72606504809895,1.3076250364386,50.8016491067339,33.3735893057927,20.022487819098,33896,8.73429359485136,23.9956003241866,86.9109644552507,22.8300510576222,87.174811573061,84.8921744812939,6
"Arizona","Apache",4001,8240,17083,2338,8250,17147,451,34,103,161,17906,7573,1644,NA,NA,NA,5871,13562,1142,72346,50380,18.5718629917342,0.486550742266331,5.94780637492052,81.4281370082658,1.71951455505488,50.5985127028447,45.8546429657479,13.3220910623946,32460,15.8074333671493,21.7582518267403,88.9410632888197,8.91675718376617,76.9625752937691,74.0610755334321,6
"Arizona","Cochise",4003,28092,17450,4473,29497,18546,960,10,89,193,15718,33692,0,NA,NA,NA,21662,12709,2068,128177,92915,56.2994921085686,3.71439493824945,34.4032080638492,43.7005078914314,11.4583739672484,49.0696458803061,37.9022757593016,19.7562745266311,45383,8.56710758940933,13.4091708158011,76.837055267605,6.99022813070101,71.4791467225403,36.3010674097422,3
"Arizona","Coconino",4005,21108,32404,6272,21220,29257,1254,17,90,101,33908,18962,3972,NA,NA,NA,13270,18301,1874,138064,104265,54.6195967087727,1.34285548731023,13.7110325646077,45.3804032912273,4.82529841233051,50.5816143237919,48.946140920153,10.8739425194113,51106,8.2383048130598,11.0853813401061,65.7914394561888,4.44675324675325,53.174025974026,31.4660655701118,3
"Arizona","Gila",4007,14182,7003,15512,13455,7697,376,21,84,70,7729,13619,463,NA,NA,NA,8754,4892,888,53179,41290,63.2223246018165,0.552849809135185,18.5486752289438,36.7776753981835,4.24979785253578,50.2961695406081,32.2382895503864,26.3976381654412,40593,12.1299322050432,15.7299582436393,82.262624166818,10.9631147540984,78.4762880562061,41.0619997387914,4
"Arizona","Graham",4009,8025,3301,8980,8076,3609,170,17,63,104,4315,6715,729,NA,NA,NA,4985,1919,359,37529,25960,51.4615364118415,1.81193210583815,32.0978443337153,48.5384635881585,4.38594153854353,46.3135175464308,46.3934557275707,12.3158091076234,47422,14.4241042809317,14.5807966602887,86.6759436423726,6.92033293697979,80.4359889021007,46.4373992477163,7
"Arizona","Greenlee",4011,1892,1092,2208,1592,1310,72,8,48,30,1454,1497,220,NA,NA,NA,995,792,133,9224,6355,47.7775368603643,1.77797051170859,46.5091066782307,52.2224631396357,4.57502168256722,46.8235039028621,44.7528187337381,11.5242844752819,51813,8.87922210849539,12.1448371448371,87.8031878031878,9.11207183239109,83.2391087462587,46.5686855517364,7
